NEF;{'F': 'NF+[+F]F', 'N': 'FEF', 'E': 'FF'};222.00;0.66
FDD;{'F': '-[AD+[F-]]K', 'A': 'FF-KFK-K', 'D': 'P', 'K': 'D', 'P': 'F'};248.00;0.24
RAZRE;{'F': 'RF', 'A': '+[R]A', 'E': 'A-', 'Z': 'Z', 'R': '[]FZZ++EEA'};65.00;0.24
HNF;{'F': '[-H]-F[V-]', 'H': 'PPF-N', 'N': '[]-P', 'V': 'HPPFHP-H', 'P': '+F'};90.00;0.68
LPH;{'F': 'WHPHHF[+]', 'H': '-[+[]]HP', 'P': '[]PLLWF-HH', 'W': '[+]HW', 'L': 'F'};36.00;0.26
G;{'F': 'FW-FG-+G', 'G': '[G]-FWFWF', 'W': 'F[-]', 'T': 'W-GWT+[+-]F'};60.00;0.40
FEF;{'F': '[F+-]E-[+]F+', 'X': 'F-+--', 'E': 'X[F[]FF]'};45.00;0.26
A;{'F': 'A', 'Y': '[CFFRC]RR-', 'C': 'AAF', 'R': 'YFR[CFRFY]', 'A': '+[A]FFRFCF'};45.00;0.30
D;{'F': 'F', 'D': 'P[F]FPFP', 'P': '[-]DFFFD'};56.00;0.02
KUUU;{'F': 'EKF[U][KU]K', 'K': 'KK-', 'E': 'FK+-EF', 'U': ''};60.00;0.60
X;{'F': 'XJF', 'X': '[EJ[X]J-[]]-', 'J': '[NNFJJ+]N', 'E': 'XNNX', 'N': '[FF]E'};60.00;0.30
FI;{'F': '++++-F-+', 'I': '[]FF'};355.00;0.12
MF;{'F': 'F[-]-FV+', 'V': 'F-MFVM', 'M': ''};36.00;0.78
OOF;{'F': 'O+-F[DA]O', 'O': '-FZ-AO', 'Z': 'A+--FFDDA', 'A': '', 'D': 'Z[F]A'};90.00;0.84
PFPP;{'F': 'FVPV', 'V': '-+[-]P-PFVF', 'P': '[-[]+F]VPF'};90.00;1.00
UAT;{'F': '', 'T': 'FUFFFFF+', 'C': '-AA', 'A': '', 'U': 'F-TF++'};45.00;0.10
FNN;{'F': '[[]-]-V+N+', 'N': 'N+-+F-++', 'V': 'NF[-VF]F'};90.00;0.46
JFGJ;{'F': '', 'J': '', 'G': '[G[-]]'};19.00;0.04
QYTT;{'F': '[[]]QFY[F]QTY', 'Q': 'YNY-YN', 'T': '', 'N': '[YQTQF]NN', 'Y': '+FF[NQQ]FQ'};36.00;0.72
QQG;{'F': '-Q-[-Q[Q+]]', 'Q': 'FQ-GF-F', 'G': '[-]FGG-'};25.00;0.74
LR;{'F': 'RL', 'I': 'LLFF', 'L': '[]FLF', 'R': '-'};60.00;0.10
FF;{'F': 'FFS+--F', 'S': 'FFS-S'};90.00;0.80
FP;{'F': '[P]BFFF-', 'P': '[F[-][-]]FFF', 'Z': '[B]PZPF-B-', 'B': '-F[-Z-B]B-'};45.00;0.68
O;{'F': '[]F', 'M': '[]', 'E': '[][+FFM[OZZ]]', 'Z': 'FE', 'O': 'EZOE+-E+F'};36.00;0.36
FFG;{'F': 'F+G+FF', 'G': '[[[]]F-]-'};45.00;0.90
FFF;{'F': '[F]', 'C': '[F]+FCF'};45.00;0.04
MFEM;{'F': 'E-F+FEM++', 'M': '+', 'E': ''};115.00;0.20
FIJ;{'F': 'FF', 'I': '', 'J': '+[+FOJ]FFFH', 'H': 'O', 'O': 'F[FI]I+'};60.00;0.22
YYYY;{'F': 'FM+MYMF+', 'M': 'FM--Y-+F+', 'Y': '--'};42.00;0.00
MKFKM;{'F': 'F+M--FUF', 'A': '[-]-AMM[F]M', 'K': 'FA', 'M': '[F]M+', 'U': '[KK]AAMKMM'};139.00;0.30
FOFII;{'F': 'F-', 'G': 'F+[[+][O]-]G', 'O': 'FGI-+-', 'I': '-FF[+]F'};60.00;0.26
N;{'F': '[[N]]+-', 'O': '-DD', 'N': '', 'D': '-FFD+D'};58.00;0.00
GGGGF;{'F': '[G--]F-F', 'G': 'G+-+-F'};36.00;0.32
D;{'F': 'F-+X', 'X': 'X', 'T': 'FD+F', 'D': ''};45.00;0.00
JNNF;{'F': '-[J]', 'J': '[+[+F]J]', 'N': 'N+FF-'};90.00;0.16
S;{'F': '-FV', 'S': '', 'V': '[]SF-'};157.00;0.00
QZFRZ;{'F': '', 'Q': '', 'H': '+QQR', 'R': '[Z-HF][F]', 'Z': '++HZZFQ'};45.00;0.40
FB;{'F': '[]FF-FFB', 'B': '[]+'};45.00;0.50
ZVZ;{'F': '[FZ[N]--]', 'N': 'VVN-[NNN]', 'V': '[[FF]NFF]', 'Z': 'FNN[Z]'};90.00;0.60
F;{'F': '[]-BFF+F', 'B': '[FF]B-B+B+'};202.00;0.30
UC;{'F': '[]FUKHF', 'K': 'CFHHFH-FF+', 'H': 'UFHUUUF', 'U': 'CF--F-', 'C': '+K-F'};267.00;0.40
XXXM;{'F': 'XX+', 'I': '[]XXF+F-', 'M': 'FXF', 'X': '[]FMFMFF'};90.00;0.66
VFV;{'F': '[]-F[F-]-F+F', 'V': ''};90.00;0.60
YFFT;{'F': '-', 'Y': 'FV', 'V': '-FYTFTFT', 'T': 'FOF+-', 'O': 'O'};90.00;0.16
IFF;{'F': '[[F]]FF', 'I': '--I-[F]IF+'};90.00;0.28
FRR;{'F': '', 'R': '+', 'M': '[MM[]]'};45.00;0.00
FOFHU;{'F': 'HHF', 'U': 'HFOU[UOF+]F', 'O': '[O]H-O', 'H': 'OHUF'};323.00;0.24
F;{'F': '--FDQFT+Q', 'L': 'Q', 'D': '', 'Q': 'DFT-LFQF', 'T': '[]'};120.00;0.64
SKFF;{'F': '+--SFF+', 'K': 'FSSFF', 'S': '[S]+-[+]'};177.00;0.10
LFL;{'F': '[[][+]L]', 'L': 'D[F[]L]+-DDH', 'E': '-[E]D', 'H': 'DH+H', 'D': '[][DL]D-'};60.00;0.28
O;{'F': 'FF[F]', 'O': 'OO[O]SSS', 'S': 'O+FFFS'};90.00;0.58
AAA;{'F': '+FAFAUA', 'A': 'F+-F', 'U': '[]+FF++'};45.00;0.52
WRRK;{'F': '[]', 'R': 'W-F+', 'W': '[[-]-]RFFF+F', 'K': 'WWRF'};55.00;0.24
DKDE;{'F': '', 'D': 'F', 'T': '-', 'E': 'F[+KDFFFF]+', 'K': '-DDD'};90.00;0.00
JNJ;{'F': 'N-JLFL', 'N': 'FQN+FFQQ', 'L': 'LNF', 'J': 'F', 'Q': '[N[]QJ+N]-FN'};238.00;0.28
FZ;{'F': '[+FFF-]', 'Z': '[]-F-+Z'};344.00;0.40
FFEEE;{'F': '[-]E', 'E': '[]FFEF'};45.00;0.00
IQII;{'F': 'FF', 'Q': '[]Q+FQ', 'I': 'F+F-'};90.00;0.24
KS;{'F': '[[-]]', 'L': '', 'S': '-SLS', 'K': '+-'};90.00;0.30
F;{'F': '', 'Q': '[F]F+--F', 'Z': 'Z[F]+'};45.00;0.00
FFFF;{'F': '-F', 'H': '[[H]]', 'B': '[[F][[+]]+HF]'};157.00;0.12
F;{'F': 'F--F+', 'J': '-[+J]'};45.00;0.20
FVKK;{'F': '', 'V': '', 'K': '-', 'R': 'F[+FF]FFKF'};60.00;0.00
FF;{'F': '-FFFR[F]F', 'R': 'RF+F+--'};60.00;0.52
RFRFE;{'F': '', 'B': '', 'E': 'EF', 'R': 'B[[BF]R-]F'};131.00;0.02
CFFC;{'F': 'FF', 'C': '+C+'};45.00;0.00
G;{'F': 'G+L-F+', 'G': '+J', 'J': '[[G]]AFF-A', 'A': '[+F]', 'L': 'LFFJ+[L-L]'};45.00;0.16
FKF;{'F': 'KK[F--F-]U+', 'U': 'FKF+-F', 'K': 'F', 'M': '+F[M[]]'};45.00;0.24
EEHF;{'F': '[F]HH+EE-F-', 'E': '[HH]-', 'H': '[]FFF+-FFH'};36.00;0.26
HH;{'F': '[HFF]HFF-F', 'H': '[[H][F]]---F'};45.00;0.40
S;{'F': 'FSGGSZ+', 'Z': 'Q[+]S', 'G': '[Q]G-S', 'S': '', 'Q': 'GQF+GFZ'};60.00;0.00
ZK;{'F': 'W-++F-+---', 'K': '-FW', 'Z': 'F', 'W': 'FF[FZW]FFF', 'B': 'WF++FKFKB'};36.00;0.24
HHF;{'F': '[-][H-H]', 'I': '', 'H': 'B', 'B': 'IB--+', 'K': ''};36.00;0.20
FKMFI;{'F': 'F+', 'I': '[+[[]F]+I[M]I]', 'M': '-IMF', 'K': '[-]KFM'};60.00;0.22
FFTT;{'F': '', 'T': '--[--T]+TT'};36.00;0.48
ERRR;{'F': 'EF+FFF', 'E': '[]R+F+FFE', 'R': '-[RF]F+'};51.00;0.26
FFFZN;{'F': '+N', 'Z': '', 'N': 'Z[Z]-Z'};90.00;0.00
FBSBX;{'F': '[B]S-XFXS', 'B': 'X[F[]F]X-+-', 'S': 'BXFFF+-', 'X': 'F--++XBB'};36.00;0.24
F;{'F': 'F[-]FKKKF', 'K': 'K-FFKKFK+K'};36.00;0.18
OUUF;{'F': '', 'O': 'CFFFOF', 'U': 'FF-+++CF', 'C': 'U'};90.00;0.00
QFLQ;{'F': '+Q+LQFF-', 'R': 'L', 'L': '[]RQRR-', 'Q': '+Q-FFL+L'};60.00;0.26
FB;{'F': '++BB-+F--', 'B': 'F-F+F'};45.00;0.30
IIN;{'F': '+-N', 'X': 'F', 'I': 'XIF', 'N': 'IF[[-]FN]'};179.00;0.00
FSSFF;{'F': 'F-FF', 'S': 'FF+S+S+'};45.00;0.24
MFFF;{'F': '+[M]H', 'H': '[F]FMFGMGF', 'M': '[]', 'G': 'GGMFG'};219.00;0.22
TTF;{'F': 'TT[TT++F]-F', 'T': '[[[F]]]'};187.00;0.72
F;{'F': '[+]F', 'M': 'U', 'J': 'U-MMU', 'P': 'F-F', 'U': '[+FPF]FFFJ'};201.00;0.00
PFFP;{'F': '[]++-', 'E': '[[]+-PF]F-', 'P': 'FE[F]+F', 'S': '-P+-FS', 'V': 'VV'};90.00;0.12
RHRF;{'F': '[F[]F-]F+', 'H': 'H[[RHF]F]R', 'R': 'F[R]+R+FFH'};60.00;0.70
VV;{'F': 'F+[F-FF]FV-', 'H': '+M[[-VF]]', 'V': '[]-M', 'M': ''};250.00;0.00
NDC;{'F': '+', 'N': '[C]F-FL', 'D': 'C-+L', 'C': 'DCFF', 'L': 'CCLFLFN-'};5.00;0.48
XFFFF;{'F': '', 'X': 'XF'};45.00;0.00
WFFF;{'F': '[W[FF]]F', 'W': 'F--F'};36.00;0.40
FFF;{'F': 'FF+-FFF-', 'Y': ''};36.00;1.00
S;{'F': '+F[[-]+]F', 'S': 'S'};175.00;0.00
LLFFL;{'F': 'FPFPL-F+', 'L': '[]PF-+F', 'P': '[F]F+'};45.00;0.84
PP;{'F': '+FFDFF--F-', 'P': 'F-', 'D': 'M-D', 'M': '-P-D+'};45.00;0.40
XXF;{'F': '-FF', 'X': 'F-[+F]'};60.00;0.78
QQM;{'F': 'SFOQQ', 'Q': '[[]M-]S-Q-', 'M': 'FQ+OQF+QS+', 'O': '[F]O+OOM', 'S': ''};36.00;0.50
FF;{'F': '+[++-[[]-]F]-', 'G': '--'};60.00;0.04
LLF;{'F': '-L', 'Q': 'QFF', 'L': 'L+L-QH[-]L-', 'H': ''};180.00;0.00
FP;{'F': '[U]PUPF', 'U': '', 'P': 'FUUF', 'G': 'F-FGF-U'};36.00;0.00
BFFF;{'F': '', 'B': '[F]+'};132.00;0.00
FBBF;{'F': '[P]FFF-', 'B': '[[G][F][+]]FF', 'P': '', 'G': 'F-++'};45.00;0.96
G;{'F': 'MG', 'R': '', 'M': 'H-HM', 'G': 'FF+HG-', 'H': '[]MFHHMF'};90.00;0.84
CFWCN;{'F': 'F+F+', 'N': '[F]', 'C': 'CF', 'W': '[]W'};45.00;0.54
YY;{'F': '', 'Y': '+[Y]F'};90.00;0.06
QFQ;{'F': 'QQQF+', 'Q': ''};30.00;0.04
FIF;{'F': '[N]FFT+-', 'N': 'FTII', 'I': 'T', 'T': 'IT-N+F'};60.00;0.16
T;{'F': 'WWW', 'T': 'AA', 'W': 'WF', 'G': 'AA[T]GFT-', 'A': ''};212.00;0.00
F;{'F': '[RMM-]', 'R': 'RFRF+', 'M': '[[R]F]R-'};45.00;0.24
BFB;{'F': 'FF-F-[F-]-+', 'B': '++F'};36.00;0.50
J;{'F': '[]+', 'J': '+-[J]', 'I': 'I+'};90.00;0.04
JA;{'F': 'UOF+FF', 'A': '++[+J]F-', 'J': '[U]AJJ+', 'O': '+FUFOA', 'U': 'UUU[U]+'};17.00;0.62
FF;{'F': '--[V[-F]]', 'V': 'V'};45.00;0.22
FLLL;{'F': 'L--+L+', 'L': 'LFFFF'};36.00;0.22
FFFF;{'F': 'F', 'X': 'JF-XF-X-', 'J': '[]F'};90.00;0.02
WMRFM;{'F': '', 'R': '[M]WR+M+', 'M': '[]++R-M--F', 'W': 'M-[[F]]F'};13.00;0.40
VNNNV;{'F': '[F+[FFN]-]+', 'N': '[N]F+', 'V': ''};60.00;0.70
WD;{'F': '-', 'W': '--FD', 'D': ''};329.00;0.00
BYF;{'F': '-FBF[+]BFF', 'B': '[F]+-', 'Y': 'F+Y[F+-]FF'};325.00;1.00
C;{'F': '[FC]NNNHF', 'V': 'F[-]F+NC', 'C': 'F[[[NF]]C[H]]', 'H': 'FHV+FV', 'N': '[V]H-+'};251.00;0.24
OOO;{'F': '[[[FF-F]]]O', 'O': '[FOF]'};45.00;0.54
P;{'F': '-+FPFQPFP', 'P': 'PFSQW[PFS]S', 'S': 'FWW-+WF+', 'W': 'F+QW', 'Q': 'WSQ'};113.00;0.24
FWWR;{'F': 'W+HROW', 'W': 'RFO+WO', 'O': '[]', 'H': 'FFFRFFO', 'R': '[]FO'};90.00;0.68
FF;{'F': '-L++FFFLFF', 'L': ''};312.00;0.84
MOMF;{'F': 'H', 'M': '[]', 'Y': '[-Y[FM]Y]F', 'O': 'H[-]M-FHF', 'H': 'FH'};230.00;0.08
KKKK;{'F': '[F]FK', 'K': ''};294.00;0.00
FIFLN;{'F': '[][-N]I-+L', 'L': 'IF', 'I': 'IF', 'N': '[I]'};90.00;0.20
BFFBB;{'F': 'F+FB-F', 'B': 'B[+F]FBBF'};304.00;0.22
R;{'F': 'RFRQ', 'Q': 'F', 'R': 'FY', 'Y': 'FY'};64.00;0.00
FXXD;{'F': '', 'D': 'D-', 'X': '[+]', 'N': 'D'};89.00;0.02
YTYY;{'F': '+FF', 'T': '[]', 'Y': 'FF'};47.00;0.58
J;{'F': 'F[Y]FF-F[F]Y', 'G': '+F++', 'Y': 'YFF', 'J': '[-FYFFJFF+]'};36.00;0.26
FFFFF;{'F': '-[-]F-FMF+F', 'M': '[-F]++'};90.00;0.88
HHXHF;{'F': 'JFJF+J', 'H': 'JFJHH-', 'J': '[H-]H-JF', 'X': 'J-F+HJF'};108.00;0.30
NNLF;{'F': 'FF-+--+', 'L': 'F+LL[-]+-', 'S': '', 'N': 'FSSL-LSFFS'};203.00;0.24
F;{'F': 'QF-', 'Q': 'V-QF', 'V': '+[+-V]'};36.00;0.20
FF;{'F': '[]', 'B': 'B[F]F-'};343.00;0.00
II;{'F': 'F', 'R': '[]C-XFFI', 'I': 'FF+F', 'X': '[X]FR', 'C': '[[R]]'};339.00;0.08
VN;{'F': '+', 'S': '[FV]FSFSS-', 'N': 'SN-FFSFV', 'V': 'F'};109.00;0.32
FBFAA;{'F': '+', 'A': 'BB[+]BFFFA', 'B': '+[F[]++]-AA'};40.00;0.48
P;{'F': 'W[W-]F', 'D': '[DD-]+', 'W': 'F', 'P': '', 'O': 'OOP[FF]OWF'};36.00;0.00
F;{'F': 'F', 'N': 'FY', 'Y': 'Y', 'V': '[[]F]-VIFY-', 'I': 'NNI-VVN-'};333.00;0.02
FMFF;{'F': '-F', 'X': '[+M]XMF', 'M': '+F'};304.00;0.16
FE;{'F': '[[]F]--FE[+]F', 'E': 'F-FF+[[+]]'};60.00;0.52
TF;{'F': 'XFFFF[FX[+]]', 'X': '[X]-', 'T': 'T-+[-]XX--'};110.00;0.80
AAAF;{'F': '[+[-]ZFAF-]+', 'A': 'F--', 'Z': '[]Z'};60.00;0.40
ALAO;{'F': '[+]+-', 'L': 'OF', 'A': 'FO', 'O': '+A+-'};36.00;0.10
NFF;{'F': 'F+F-CC+CF', 'N': '[FN]N[F-F]C', 'C': '[]CFF-F-F-'};60.00;0.72
IFI;{'F': '', 'I': 'IFFF-+FF'};271.00;0.02
UAUU;{'F': 'FFSUDS', 'S': '', 'U': '[]-', 'D': '[FF+F]AFFSU', 'A': ''};60.00;0.00
FD;{'F': 'FFFYY', 'Y': 'F-F+FFYF', 'D': 'YYFFFY'};80.00;0.16
J;{'F': '[F][[FF]]', 'N': '[]J+-FFJ+-F', 'J': '[[]]+'};45.00;0.00
U;{'F': '-F', 'U': '-[[F]]F+-'};60.00;0.04
IFPF;{'F': 'T[FX]PX[P]FF', 'T': 'P[XFT[]F]FP', 'X': 'X+P', 'I': 'P[++IT]FTP', 'P': 'FF+PPT'};60.00;0.24
E;{'F': 'FE-+II[F]FI', 'I': 'IEIEIF', 'E': '+E'};60.00;0.00
FF;{'F': '+S+-S[-]-+C', 'S': 'FFF--', 'C': '[]SF[+]'};36.00;0.54
TTFFF;{'F': '', 'T': '+-TT-F-T+'};167.00;0.50
TGHGI;{'F': 'IHT+', 'H': 'GG--F+[FG]H', 'G': '[TTH[]T]', 'I': 'HF-', 'T': 'F+FHF+F'};36.00;0.20
SCCSS;{'F': 'F+CC[S][+]-+', 'C': 'S[F]CF+C', 'S': 'F+C-FC-CSS'};45.00;0.80
FJJ;{'F': 'JJJ', 'D': 'F[F]', 'J': 'F[+FFJ]F'};90.00;0.86
ZYKZ;{'F': '[]F+--', 'Z': '', 'K': 'K[ZF-]-', 'Y': 'KF'};90.00;0.10
FFHFH;{'F': 'HFFFF[F]-', 'H': 'HHF'};197.00;0.40
KEE;{'F': '+[-]+F+', 'U': '[]', 'E': 'K[[UFU]]K', 'K': '+[-]F+FU'};60.00;0.56
FZF;{'F': '+F[ZFFFZ]', 'Z': '[]---'};5.00;0.66
U;{'F': '-', 'U': 'FF', 'N': 'FF'};31.00;0.00
QQ;{'F': 'C', 'Q': '-', 'C': '[-BB]', 'B': 'B'};36.00;0.00
Q;{'F': '-[H]D', 'Q': 'FF+Q', 'D': '[[[H]]H]+', 'H': 'BBB', 'B': '+FD'};169.00;0.14
NQNQ;{'F': '', 'N': 'S-S', 'M': '+[+SFM-+]', 'S': 'QMSN+', 'Q': ''};36.00;0.66
B;{'F': '[F[]F]F+', 'B': 'F[F[BF]-BB]', 'V': '[[][F]F[]B-]FV'};149.00;0.46
P;{'F': '[W]-PF', 'W': '+FFFWP', 'P': '[]+PWFP+[-]'};45.00;0.24
F;{'F': 'F+M', 'M': '-C+CF-', 'C': 'F++FC+-F'};36.00;0.20
F;{'F': '-F[-LFF-]+J', 'J': '', 'M': 'LJ[-LJ--[L]]', 'L': 'M-+MF'};60.00;0.44
BFXY;{'F': '++UF-F', 'X': 'FFYFY', 'U': '-[FYF]XXFU+', 'B': 'F', 'Y': 'BBFU'};347.00;0.16
DFFFD;{'F': 'FZFK+D', 'D': 'FFK+F[ZK]F-', 'Z': '+FDD', 'K': ''};36.00;0.34
ULF;{'F': 'YI', 'U': 'IFL[-]FLFYF', 'L': '', 'Y': '[]--', 'I': '-U+LUI+Y+'};90.00;0.14
MFMK;{'F': '-CT---', 'T': '', 'M': '[-FM+]FKF-', 'K': 'T-M+F', 'C': 'FTKF+-FM'};36.00;0.18
W;{'F': 'GS[++]KFFS', 'S': '[]K+-FS', 'G': '[]K+', 'K': '[[F]F+WF+]-K', 'W': 'SG+K-G'};36.00;0.14
FZMF;{'F': 'MZ[F]', 'M': '[M][F]EFEE', 'E': 'ZFZZMMZ[Z]', 'Z': 'EZFFFF+Z'};60.00;0.24
AFFFF;{'F': '[[]]AF', 'A': '-+-'};202.00;0.40
O;{'F': 'FFF-', 'X': 'OL[-L]-+LFO', 'O': 'FK', 'L': 'XOLX', 'K': 'FKK'};45.00;0.30
K;{'F': '', 'H': '-KFHE-KLFK', 'L': '', 'E': 'KE--FKH', 'K': '[]+'};60.00;0.00
VFVV;{'F': '[FFF]F', 'V': '[FVV]-'};36.00;0.44
AUFFF;{'F': 'FF-A[F+F]+', 'A': 'A--U[[AU]F]A', 'U': '[+A+]F'};90.00;0.66
F;{'F': 'F-[+]F+-', 'T': '-F'};90.00;0.46
FX;{'F': 'FF[A]XXAAR', 'V': '-AV-', 'A': '++VX--RF', 'X': '[+[[]]A-V]F', 'R': '+-[FF]++-'};163.00;0.26
F;{'F': '[]', 'T': '[[T+TT]T]'};36.00;0.00
NKE;{'F': '[V]F', 'K': '[F]+VK', 'E': 'FNFNN', 'V': 'FNVV+FEKF', 'N': '-V'};47.00;0.78
FFFV;{'F': 'YF+VFZZY', 'Z': 'Y+FY', 'V': '[[[F]]Y]FV-F', 'Y': 'FV-ZYZ-Z-F'};36.00;0.42
FLL;{'F': '+FLF-', 'L': ''};60.00;0.04
XXXXL;{'F': '', 'S': 'XS-FSFF', 'L': '', 'X': 'XFFFAXS-', 'A': 'SX+'};45.00;0.80
FNL;{'F': '[]L', 'L': 'N[FF]N[N]L', 'N': 'FLF--'};90.00;0.00
FRF;{'F': '', 'R': '[-FS--FS]', 'S': '[[[S]]]-F'};9.00;0.22
JFJF;{'F': 'FDD', 'D': 'DF-+J', 'J': '-', 'Y': '-+F'};90.00;0.60
FLFL;{'F': 'FZLJLJ+Z-', 'Z': '[]L-ZFF', 'J': 'J[+]JJJ', 'L': '-FLZLFL++J'};107.00;0.70
RII;{'F': '', 'I': 'I', 'R': 'F[FF+F]I-'};90.00;0.04
K;{'F': '', 'B': 'KKF', 'P': 'K-', 'K': '[+-F[-K]+-]'};251.00;0.04
PPFP;{'F': '+ZZW-+PFP', 'Z': 'FW+FW+ZPP', 'P': 'D[+]ZF', 'D': '-PFF', 'W': 'Z-ZD-'};45.00;0.40
FKRK;{'F': 'F+REF-', 'R': 'EF+RB+KFE', 'B': 'FB+RBBEER', 'K': '[+R[R-]FK]+F', 'E': '[[B]EB]RRKKB'};60.00;0.34
XPTFT;{'F': 'TTF[F]', 'Q': 'FPTQFFQ+', 'T': '++P+FX+', 'P': 'X+F', 'X': '[[]PPXT]FPT'};36.00;0.26
FFFF;{'F': 'R+-+F+RF', 'R': '[+]'};36.00;0.48
XFF;{'F': '[X]FF-', 'Z': 'FF[-X]', 'X': ''};43.00;0.64
FK;{'F': '-FFF-FF', 'K': '-FF'};136.00;0.42
FF;{'F': 'H+U', 'W': 'U-FWUH+W', 'H': '-FFFFFW+W+', 'U': '-HWWFF+'};60.00;0.30
RFUU;{'F': 'R[YYF+]+F', 'Y': '[]FY', 'R': 'URYR+UY[+]F', 'U': 'FL+RRFLL-', 'L': 'U+-FFFU+'};130.00;0.50
FEN;{'F': '[F]', 'E': 'EF[+-+E][-]', 'N': 'N[E]F---'};90.00;0.22
EEC;{'F': 'F', 'C': '-CC[+]E', 'E': 'ECF[EFE]'};36.00;0.34
W;{'F': 'WJF', 'J': '[F]W--J', 'W': 'WJ+WFWJ'};60.00;0.84
JF;{'F': 'F', 'J': '[[F]]+++'};90.00;0.04
OOO;{'F': '+F', 'T': 'F', 'O': '[[F]-][-[]][+O]'};36.00;0.04
FFX;{'F': 'FF-F', 'U': 'X', 'X': 'FUF[[U]+-X]F'};114.00;0.20
MMOMM;{'F': '', 'M': 'MF', 'O': '+M-O'};134.00;0.08
NA;{'F': 'EM-NEFM-+', 'A': 'FAAMFFF', 'N': '', 'M': '[]FE', 'E': 'FFA+AEFF'};60.00;0.24
O;{'F': 'VV', 'S': '[]F+SFF+V', 'O': 'VVSVFF', 'V': '--F+-[V]V'};45.00;0.60
FZ;{'F': '[[[]]+Z+]G', 'G': '[FF+]GZ', 'Z': 'G+FF-+F-'};60.00;0.48
IIF;{'F': 'FJF', 'C': '[]++C', 'J': '[+]', 'I': '[]FI+F-JJI-'};36.00;0.42
BFFB;{'F': '-[-F+[F]FF]F', 'B': 'B-+F-+-'};45.00;0.78
AAAL;{'F': 'A[F]+L', 'A': '+[[-F+]]FAFA', 'L': ''};60.00;0.94
JJF;{'F': 'F+-', 'J': ''};90.00;0.02
FTT;{'F': '[[T]][TF-]TFT', 'T': '[]F-+TF+'};45.00;0.24
GMQF;{'F': 'F[FGM][Q]Q', 'G': '+FQF', 'M': 'FGFFFFQM-', 'Q': '[]F[G[]MG]Q'};60.00;0.66
FLF;{'F': '[UF]++FL--L', 'U': 'F[F]', 'L': '+F'};90.00;0.28
FWWM;{'F': 'UF+FF+-FM', 'M': '', 'W': '', 'U': '++M'};90.00;0.90
F;{'F': '+F', 'C': 'IFNC[FN]-+', 'N': 'H', 'H': 'NC-ICN--', 'I': ''};258.00;0.02
JQ;{'F': '[-]JQJ-FFJ', 'J': '+QFJ-FFJ-+', 'Q': '-'};60.00;0.72
FSO;{'F': '', 'O': 'SD[D-]D-FFF', 'D': 'FODOD+DF', 'S': '-F'};60.00;0.28
FRMRF;{'F': 'F', 'R': 'FMR+R', 'M': 'F'};339.00;0.24
FQ;{'F': 'D+QF', 'D': '[]FMQ', 'Q': '[]D--M-F', 'M': 'Q'};36.00;0.24
KTKKT;{'F': '[F]T+I', 'I': 'K-', 'K': 'KF-FKTTK', 'T': '-II-TFF+'};36.00;0.40
F;{'F': 'JF', 'J': '[FF]'};45.00;0.02
H;{'F': 'F', 'H': '-[-H+-F-]H'};36.00;0.16
K;{'F': 'Y[Y++NN]', 'N': 'YN+FKF', 'U': '[+]+FFKY-', 'K': 'UY', 'Y': ''};14.00;0.12
R;{'F': 'RRAAR', 'G': '[R[]]FF+G-G', 'R': 'F++', 'A': '[FRFRAGFF]'};60.00;0.20
Q;{'F': '[][O-]O+-', 'O': '[F]', 'Q': ''};90.00;0.00
FFE;{'F': '[]+', 'E': 'E'};90.00;0.00
DFDD;{'F': '[[[FF[-[]]]]F]F', 'D': '-D[F]DFF-'};90.00;0.46
U;{'F': '[P][FF]PUU', 'B': 'UC', 'C': '', 'P': 'FF[[PPC]]C++', 'U': 'B-[CP]UBC'};45.00;0.50
VFF;{'F': 'FFJFVVFJ-', 'V': 'VFF-', 'J': '[+]-+-F'};101.00;0.80
F;{'F': 'F', 'T': ''};36.00;0.02
BB;{'F': '[I[-]]FI', 'B': '[[]]', 'I': '[]IBI+FB'};45.00;0.00
K;{'F': 'F-+KF', 'K': '-[-]--[+]+B', 'B': '--[BB]K[+]'};209.00;0.24
FX;{'F': 'FXX+FF', 'X': 'XFF'};293.00;0.46
PPP;{'F': '[[]++F]FFPF+', 'P': '+F-++'};175.00;0.84
RR;{'F': 'R[[R--]]F+F+', 'X': '-[F]F+', 'R': 'F-+-'};349.00;0.20
SSFS;{'F': '[S]F+S', 'S': 'F[+]S-F'};28.00;0.40
YFSE;{'F': '-FS', 'Y': '', 'S': '[][YF+[]FF]', 'E': '[[YSFF]S]YFY'};279.00;0.24
KK;{'F': '[[F]]-KF-FFF', 'K': '+[F[F]]KFFK'};239.00;0.40
FM;{'F': 'VOFF-MOOM', 'O': 'O', 'V': '-+V', 'M': '[]M+M+V+[F[]]'};90.00;0.76
FENF;{'F': 'FN-FFEE-E', 'E': '', 'N': 'FFFNNFFFF+'};36.00;0.28
FFEFE;{'F': '', 'E': '[]+F'};60.00;0.00
AFAA;{'F': '[T+]FT+', 'U': '', 'T': '-', 'A': 'FWF+-UF', 'W': 'WF-'};45.00;0.06
DUUF;{'F': 'FFF', 'E': '', 'Z': 'F', 'D': '[]EZZ-[Z]', 'U': '[[F]]EUUDZ'};36.00;0.16
T;{'F': 'MFT-FF', 'T': '[FM[VFF-]]', 'M': '+-F', 'V': '[]T+FT-'};71.00;0.10
FYFYY;{'F': '', 'Y': 'YF[F]+-[-]F'};10.00;0.00
