W,"{'F': 'WLFFZF+-', 'L': '', 'Z': 'L+-XZX-+X', 'X': 'F-Z[F]', 'W': 'FFXZFZFX+L'}",306,0.4
FLRL,"{'F': '[LRN[FL]F]+', 'R': '[[]]FU', 'N': '--[LU]RFF', 'U': '-F+R', 'L': 'FUUNRNUN'}",60,0.34
AAAFC,"{'F': 'A++AF+', 'C': '[CCC-CC]', 'A': '+[A]'}",45,0.1
IXKX,"{'F': '-K', 'X': 'I', 'I': '-KFK', 'K': ''}",90,0.0
LFU,"{'F': '', 'L': '+-Y', 'U': '[[F]ZU-]', 'Z': '+L', 'Y': 'U'}",219,0.06
AFFNA,"{'F': 'F+FF', 'N': '', 'A': 'FF[FF]'}",60,0.94
V,"{'F': 'FB[F]', 'Q': '-[FGF]BBVB', 'B': 'F[-V]', 'V': 'QFQGB', 'G': 'GF'}",11,0.58
QMM,"{'F': 'SQF[F]', 'M': 'M', 'Q': '[Q[FFF[]]F]', 'J': '+FSJSFS[M]J', 'S': '[+[J]M]'}",60,0.3
TMFJ,"{'F': 'MKFMJ', 'J': 'F', 'K': 'J+M', 'M': 'J', 'T': '[+-FT]-K-+'}",36,0.48
HA,"{'F': '[F]-A[HY]G+', 'A': '[HG][Y]-Y+F', 'G': '[F-]F+Y-F', 'H': '-+Y', 'Y': '[--F]H+FFA'}",99,0.2
XZZFF,"{'F': '+[F-]', 'X': '[Z]F', 'Z': '--Z+-Z'}",90,0.12
F,"{'F': '[[+HF[]]-HH]H', 'H': 'F-H'}",45,0.32
FOBOO,"{'F': 'FF+FF+P', 'P': '[][PO-[PB]+]B', 'B': 'FBF', 'O': '[OP]-FP--'}",90,0.36
FFFT,"{'F': '+-F[+]FF', 'T': 'F++FT'}",90,0.0
VFV,"{'F': 'F[+]CVFVFF', 'V': 'FFF-H', 'C': 'CVF', 'U': 'FVV', 'H': ''}",36,1.0
TFF,"{'F': 'VRF-', 'T': '-V+RV[R]-VF', 'R': '[FF]', 'V': 'FTTF-F', 'G': ''}",60,0.8
FKFKK,"{'F': 'FKVFFF', 'V': '[+]', 'K': '[]'}",60,0.0
JGR,"{'F': '--GFG-V+', 'J': 'F-', 'G': '', 'V': '[G]F--V+R', 'R': ''}",19,0.14
S,"{'F': '[WCFW]', 'S': '[]-CSCC-', 'C': 'FC+S+-+FBF', 'B': '', 'W': '[C]-WFSFF-'}",4,0.14
F,"{'F': 'OE', 'J': '-O', 'O': '[OJO]F-OEE', 'E': '[]'}",36,0.34
M,"{'F': 'JMJF+F', 'M': '[]JFF', 'J': 'J'}",60,0.4
FFI,"{'F': 'IF[F[]+]', 'I': '[+]F++'}",213,0.42
ZFZZ,"{'F': '[]++[FFF]ZF+', 'Z': 'FZZ-'}",45,1.0
FF,"{'F': '-FU', 'U': '[+-]+F'}",60,0.66
FFW,"{'F': 'FF[W+F]-+W', 'W': '[[-]WFFF]++'}",103,0.56
F,"{'F': '[+F[]+-]', 'B': '[]+-O-B', 'O': 'OOO[O++OO]'}",45,0.04
CCP,"{'F': 'PC[Y]', 'C': '', 'P': '+Y[-P+[+F]-]', 'Y': '++CCF'}",48,0.16
Q,"{'F': '+AF', 'Q': '[[F]-]FF', 'A': 'NFN[AF[+]Q]', 'N': 'F[AF]F+N'}",36,1.0
Q,"{'F': 'F+F', 'G': '[G+F[]]FF', 'Q': 'QFQ'}",90,0.88
QXN,"{'F': 'QFQ-XXF', 'Q': 'FQG-F+XQ+', 'N': 'XQN', 'G': 'FGQ-Q+', 'X': 'GXGXFFGF'}",36,0.92
Z,"{'F': '', 'Z': 'F--F', 'L': '-'}",90,0.0
FPF,"{'F': 'F+B', 'E': '[+[]]PP[E-B]', 'P': '-F-F[+EP]F', 'B': '[BEF[[E[B]]+]]'}",90,0.7
NEF,"{'F': 'NF+[+F]F', 'N': 'FEF', 'E': 'FF'}",222,0.66
FDD,"{'F': '-[AD+[F-]]K', 'A': 'FF-KFK-K', 'D': 'P', 'K': 'D', 'P': 'F'}",248,0.24
RAZRE,"{'F': 'RF', 'A': '+[R]A', 'E': 'A-', 'Z': 'Z', 'R': '[]FZZ++EEA'}",65,0.24
HNF,"{'F': '[-H]-F[V-]', 'H': 'PPF-N', 'N': '[]-P', 'V': 'HPPFHP-H', 'P': '+F'}",90,0.68
LPH,"{'F': 'WHPHHF[+]', 'H': '-[+[]]HP', 'P': '[]PLLWF-HH', 'W': '[+]HW', 'L': 'F'}",36,0.26
G,"{'F': 'FW-FG-+G', 'G': '[G]-FWFWF', 'W': 'F[-]', 'T': 'W-GWT+[+-]F'}",60,0.4
FEF,"{'F': '[F+-]E-[+]F+', 'X': 'F-+--', 'E': 'X[F[]FF]'}",45,0.26
A,"{'F': 'A', 'Y': '[CFFRC]RR-', 'C': 'AAF', 'R': 'YFR[CFRFY]', 'A': '+[A]FFRFCF'}",45,0.3
D,"{'F': 'F', 'D': 'P[F]FPFP', 'P': '[-]DFFFD'}",56,0.02
KUUU,"{'F': 'EKF[U][KU]K', 'K': 'KK-', 'E': 'FK+-EF', 'U': ''}",60,0.6
X,"{'F': 'XJF', 'X': '[EJ[X]J-[]]-', 'J': '[NNFJJ+]N', 'E': 'XNNX', 'N': '[FF]E'}",60,0.3
FI,"{'F': '++++-F-+', 'I': '[]FF'}",355,0.12
MF,"{'F': 'F[-]-FV+', 'V': 'F-MFVM', 'M': ''}",36,0.78
OOF,"{'F': 'O+-F[DA]O', 'O': '-FZ-AO', 'Z': 'A+--FFDDA', 'A': '', 'D': 'Z[F]A'}",90,0.84
PFPP,"{'F': 'FVPV', 'V': '-+[-]P-PFVF', 'P': '[-[]+F]VPF'}",90,1.0
UAT,"{'F': '', 'T': 'FUFFFFF+', 'C': '-AA', 'A': '', 'U': 'F-TF++'}",45,0.1
FNN,"{'F': '[[]-]-V+N+', 'N': 'N+-+F-++', 'V': 'NF[-VF]F'}",90,0.46
JFGJ,"{'F': '', 'J': '', 'G': '[G[-]]'}",19,0.04
QYTT,"{'F': '[[]]QFY[F]QTY', 'Q': 'YNY-YN', 'T': '', 'N': '[YQTQF]NN', 'Y': '+FF[NQQ]FQ'}",36,0.72
QQG,"{'F': '-Q-[-Q[Q+]]', 'Q': 'FQ-GF-F', 'G': '[-]FGG-'}",25,0.74
LR,"{'F': 'RL', 'I': 'LLFF', 'L': '[]FLF', 'R': '-'}",60,0.1
FF,"{'F': 'FFS+--F', 'S': 'FFS-S'}",90,0.8
FP,"{'F': '[P]BFFF-', 'P': '[F[-][-]]FFF', 'Z': '[B]PZPF-B-', 'B': '-F[-Z-B]B-'}",45,0.68
O,"{'F': '[]F', 'M': '[]', 'E': '[][+FFM[OZZ]]', 'Z': 'FE', 'O': 'EZOE+-E+F'}",36,0.36
FFG,"{'F': 'F+G+FF', 'G': '[[[]]F-]-'}",45,0.9
FFF,"{'F': '[F]', 'C': '[F]+FCF'}",45,0.04
MFEM,"{'F': 'E-F+FEM++', 'M': '+', 'E': ''}",115,0.2
FIJ,"{'F': 'FF', 'I': '', 'J': '+[+FOJ]FFFH', 'H': 'O', 'O': 'F[FI]I+'}",60,0.22
YYYY,"{'F': 'FM+MYMF+', 'M': 'FM--Y-+F+', 'Y': '--'}",42,0.0
MKFKM,"{'F': 'F+M--FUF', 'A': '[-]-AMM[F]M', 'K': 'FA', 'M': '[F]M+', 'U': '[KK]AAMKMM'}",139,0.3
FOFII,"{'F': 'F-', 'G': 'F+[[+][O]-]G', 'O': 'FGI-+-', 'I': '-FF[+]F'}",60,0.26
N,"{'F': '[[N]]+-', 'O': '-DD', 'N': '', 'D': '-FFD+D'}",58,0.0
GGGGF,"{'F': '[G--]F-F', 'G': 'G+-+-F'}",36,0.32
D,"{'F': 'F-+X', 'X': 'X', 'T': 'FD+F', 'D': ''}",45,0.0
JNNF,"{'F': '-[J]', 'J': '[+[+F]J]', 'N': 'N+FF-'}",90,0.16
S,"{'F': '-FV', 'S': '', 'V': '[]SF-'}",157,0.0
QZFRZ,"{'F': '', 'Q': '', 'H': '+QQR', 'R': '[Z-HF][F]', 'Z': '++HZZFQ'}",45,0.4
FB,"{'F': '[]FF-FFB', 'B': '[]+'}",45,0.5
ZVZ,"{'F': '[FZ[N]--]', 'N': 'VVN-[NNN]', 'V': '[[FF]NFF]', 'Z': 'FNN[Z]'}",90,0.6
F,"{'F': '[]-BFF+F', 'B': '[FF]B-B+B+'}",202,0.3
UC,"{'F': '[]FUKHF', 'K': 'CFHHFH-FF+', 'H': 'UFHUUUF', 'U': 'CF--F-', 'C': '+K-F'}",267,0.4
XXXM,"{'F': 'XX+', 'I': '[]XXF+F-', 'M': 'FXF', 'X': '[]FMFMFF'}",90,0.66
VFV,"{'F': '[]-F[F-]-F+F', 'V': ''}",90,0.6
YFFT,"{'F': '-', 'Y': 'FV', 'V': '-FYTFTFT', 'T': 'FOF+-', 'O': 'O'}",90,0.16
IFF,"{'F': '[[F]]FF', 'I': '--I-[F]IF+'}",90,0.28
FRR,"{'F': '', 'R': '+', 'M': '[MM[]]'}",45,0.0
FOFHU,"{'F': 'HHF', 'U': 'HFOU[UOF+]F', 'O': '[O]H-O', 'H': 'OHUF'}",323,0.24
F,"{'F': '--FDQFT+Q', 'L': 'Q', 'D': '', 'Q': 'DFT-LFQF', 'T': '[]'}",120,0.64
SKFF,"{'F': '+--SFF+', 'K': 'FSSFF', 'S': '[S]+-[+]'}",177,0.1
LFL,"{'F': '[[][+]L]', 'L': 'D[F[]L]+-DDH', 'E': '-[E]D', 'H': 'DH+H', 'D': '[][DL]D-'}",60,0.28
O,"{'F': 'FF[F]', 'O': 'OO[O]SSS', 'S': 'O+FFFS'}",90,0.58
AAA,"{'F': '+FAFAUA', 'A': 'F+-F', 'U': '[]+FF++'}",45,0.52
WRRK,"{'F': '[]', 'R': 'W-F+', 'W': '[[-]-]RFFF+F', 'K': 'WWRF'}",55,0.24
DKDE,"{'F': '', 'D': 'F', 'T': '-', 'E': 'F[+KDFFFF]+', 'K': '-DDD'}",90,0.0
JNJ,"{'F': 'N-JLFL', 'N': 'FQN+FFQQ', 'L': 'LNF', 'J': 'F', 'Q': '[N[]QJ+N]-FN'}",238,0.28
FZ,"{'F': '[+FFF-]', 'Z': '[]-F-+Z'}",344,0.4
FFEEE,"{'F': '[-]E', 'E': '[]FFEF'}",45,0.0
IQII,"{'F': 'FF', 'Q': '[]Q+FQ', 'I': 'F+F-'}",90,0.24
KS,"{'F': '[[-]]', 'L': '', 'S': '-SLS', 'K': '+-'}",90,0.3
F,"{'F': '', 'Q': '[F]F+--F', 'Z': 'Z[F]+'}",45,0.0
FFFF,"{'F': '-F', 'H': '[[H]]', 'B': '[[F][[+]]+HF]'}",157,0.12
F,"{'F': 'F--F+', 'J': '-[+J]'}",45,0.2
FVKK,"{'F': '', 'V': '', 'K': '-', 'R': 'F[+FF]FFKF'}",60,0.0
FF,"{'F': '-FFFR[F]F', 'R': 'RF+F+--'}",60,0.52
RFRFE,"{'F': '', 'B': '', 'E': 'EF', 'R': 'B[[BF]R-]F'}",131,0.02
CFFC,"{'F': 'FF', 'C': '+C+'}",45,0.0
G,"{'F': 'G+L-F+', 'G': '+J', 'J': '[[G]]AFF-A', 'A': '[+F]', 'L': 'LFFJ+[L-L]'}",45,0.16
FKF,"{'F': 'KK[F--F-]U+', 'U': 'FKF+-F', 'K': 'F', 'M': '+F[M[]]'}",45,0.24
EEHF,"{'F': '[F]HH+EE-F-', 'E': '[HH]-', 'H': '[]FFF+-FFH'}",36,0.26
HH,"{'F': '[HFF]HFF-F', 'H': '[[H][F]]---F'}",45,0.4
S,"{'F': 'FSGGSZ+', 'Z': 'Q[+]S', 'G': '[Q]G-S', 'S': '', 'Q': 'GQF+GFZ'}",60,0.0
ZK,"{'F': 'W-++F-+---', 'K': '-FW', 'Z': 'F', 'W': 'FF[FZW]FFF', 'B': 'WF++FKFKB'}",36,0.24
HHF,"{'F': '[-][H-H]', 'I': '', 'H': 'B', 'B': 'IB--+', 'K': ''}",36,0.2
FKMFI,"{'F': 'F+', 'I': '[+[[]F]+I[M]I]', 'M': '-IMF', 'K': '[-]KFM'}",60,0.22
FFTT,"{'F': '', 'T': '--[--T]+TT'}",36,0.48
ERRR,"{'F': 'EF+FFF', 'E': '[]R+F+FFE', 'R': '-[RF]F+'}",51,0.26
FFFZN,"{'F': '+N', 'Z': '', 'N': 'Z[Z]-Z'}",90,0.0
FBSBX,"{'F': '[B]S-XFXS', 'B': 'X[F[]F]X-+-', 'S': 'BXFFF+-', 'X': 'F--++XBB'}",36,0.24
F,"{'F': 'F[-]FKKKF', 'K': 'K-FFKKFK+K'}",36,0.18
OUUF,"{'F': '', 'O': 'CFFFOF', 'U': 'FF-+++CF', 'C': 'U'}",90,0.0
QFLQ,"{'F': '+Q+LQFF-', 'R': 'L', 'L': '[]RQRR-', 'Q': '+Q-FFL+L'}",60,0.26
FB,"{'F': '++BB-+F--', 'B': 'F-F+F'}",45,0.3
IIN,"{'F': '+-N', 'X': 'F', 'I': 'XIF', 'N': 'IF[[-]FN]'}",179,0.0
FSSFF,"{'F': 'F-FF', 'S': 'FF+S+S+'}",45,0.24
MFFF,"{'F': '+[M]H', 'H': '[F]FMFGMGF', 'M': '[]', 'G': 'GGMFG'}",219,0.22
TTF,"{'F': 'TT[TT++F]-F', 'T': '[[[F]]]'}",187,0.72
F,"{'F': '[+]F', 'M': 'U', 'J': 'U-MMU', 'P': 'F-F', 'U': '[+FPF]FFFJ'}",201,0.0
PFFP,"{'F': '[]++-', 'E': '[[]+-PF]F-', 'P': 'FE[F]+F', 'S': '-P+-FS', 'V': 'VV'}",90,0.12
RHRF,"{'F': '[F[]F-]F+', 'H': 'H[[RHF]F]R', 'R': 'F[R]+R+FFH'}",60,0.7
VV,"{'F': 'F+[F-FF]FV-', 'H': '+M[[-VF]]', 'V': '[]-M', 'M': ''}",250,0.0
NDC,"{'F': '+', 'N': '[C]F-FL', 'D': 'C-+L', 'C': 'DCFF', 'L': 'CCLFLFN-'}",5,0.48
XFFFF,"{'F': '', 'X': 'XF'}",45,0.0
WFFF,"{'F': '[W[FF]]F', 'W': 'F--F'}",36,0.4
FFF,"{'F': 'FF+-FFF-', 'Y': ''}",36,1.0
S,"{'F': '+F[[-]+]F', 'S': 'S'}",175,0.0
LLFFL,"{'F': 'FPFPL-F+', 'L': '[]PF-+F', 'P': '[F]F+'}",45,0.84
PP,"{'F': '+FFDFF--F-', 'P': 'F-', 'D': 'M-D', 'M': '-P-D+'}",45,0.4
XXF,"{'F': '-FF', 'X': 'F-[+F]'}",60,0.78
QQM,"{'F': 'SFOQQ', 'Q': '[[]M-]S-Q-', 'M': 'FQ+OQF+QS+', 'O': '[F]O+OOM', 'S': ''}",36,0.5
FF,"{'F': '+[++-[[]-]F]-', 'G': '--'}",60,0.04
LLF,"{'F': '-L', 'Q': 'QFF', 'L': 'L+L-QH[-]L-', 'H': ''}",180,0.0
FP,"{'F': '[U]PUPF', 'U': '', 'P': 'FUUF', 'G': 'F-FGF-U'}",36,0.0
BFFF,"{'F': '', 'B': '[F]+'}",132,0.0
FBBF,"{'F': '[P]FFF-', 'B': '[[G][F][+]]FF', 'P': '', 'G': 'F-++'}",45,0.96
G,"{'F': 'MG', 'R': '', 'M': 'H-HM', 'G': 'FF+HG-', 'H': '[]MFHHMF'}",90,0.84
CFWCN,"{'F': 'F+F+', 'N': '[F]', 'C': 'CF', 'W': '[]W'}",45,0.54
YY,"{'F': '', 'Y': '+[Y]F'}",90,0.06
QFQ,"{'F': 'QQQF+', 'Q': ''}",30,0.04
FIF,"{'F': '[N]FFT+-', 'N': 'FTII', 'I': 'T', 'T': 'IT-N+F'}",60,0.16
T,"{'F': 'WWW', 'T': 'AA', 'W': 'WF', 'G': 'AA[T]GFT-', 'A': ''}",212,0.0
F,"{'F': '[RMM-]', 'R': 'RFRF+', 'M': '[[R]F]R-'}",45,0.24
BFB,"{'F': 'FF-F-[F-]-+', 'B': '++F'}",36,0.5
J,"{'F': '[]+', 'J': '+-[J]', 'I': 'I+'}",90,0.04
JA,"{'F': 'UOF+FF', 'A': '++[+J]F-', 'J': '[U]AJJ+', 'O': '+FUFOA', 'U': 'UUU[U]+'}",17,0.62
FF,"{'F': '--[V[-F]]', 'V': 'V'}",45,0.22
FLLL,"{'F': 'L--+L+', 'L': 'LFFFF'}",36,0.22
FFFF,"{'F': 'F', 'X': 'JF-XF-X-', 'J': '[]F'}",90,0.02
WMRFM,"{'F': '', 'R': '[M]WR+M+', 'M': '[]++R-M--F', 'W': 'M-[[F]]F'}",13,0.4
VNNNV,"{'F': '[F+[FFN]-]+', 'N': '[N]F+', 'V': ''}",60,0.7
WD,"{'F': '-', 'W': '--FD', 'D': ''}",329,0.0
BYF,"{'F': '-FBF[+]BFF', 'B': '[F]+-', 'Y': 'F+Y[F+-]FF'}",325,1.0
C,"{'F': '[FC]NNNHF', 'V': 'F[-]F+NC', 'C': 'F[[[NF]]C[H]]', 'H': 'FHV+FV', 'N': '[V]H-+'}",251,0.24
OOO,"{'F': '[[[FF-F]]]O', 'O': '[FOF]'}",45,0.54
P,"{'F': '-+FPFQPFP', 'P': 'PFSQW[PFS]S', 'S': 'FWW-+WF+', 'W': 'F+QW', 'Q': 'WSQ'}",113,0.24
FWWR,"{'F': 'W+HROW', 'W': 'RFO+WO', 'O': '[]', 'H': 'FFFRFFO', 'R': '[]FO'}",90,0.68
FF,"{'F': '-L++FFFLFF', 'L': ''}",312,0.84
MOMF,"{'F': 'H', 'M': '[]', 'Y': '[-Y[FM]Y]F', 'O': 'H[-]M-FHF', 'H': 'FH'}",230,0.08
KKKK,"{'F': '[F]FK', 'K': ''}",294,0.0
FIFLN,"{'F': '[][-N]I-+L', 'L': 'IF', 'I': 'IF', 'N': '[I]'}",90,0.2
BFFBB,"{'F': 'F+FB-F', 'B': 'B[+F]FBBF'}",304,0.22
R,"{'F': 'RFRQ', 'Q': 'F', 'R': 'FY', 'Y': 'FY'}",64,0.0
FXXD,"{'F': '', 'D': 'D-', 'X': '[+]', 'N': 'D'}",89,0.02
YTYY,"{'F': '+FF', 'T': '[]', 'Y': 'FF'}",47,0.58
J,"{'F': 'F[Y]FF-F[F]Y', 'G': '+F++', 'Y': 'YFF', 'J': '[-FYFFJFF+]'}",36,0.26
FFFFF,"{'F': '-[-]F-FMF+F', 'M': '[-F]++'}",90,0.88
HHXHF,"{'F': 'JFJF+J', 'H': 'JFJHH-', 'J': '[H-]H-JF', 'X': 'J-F+HJF'}",108,0.3
NNLF,"{'F': 'FF-+--+', 'L': 'F+LL[-]+-', 'S': '', 'N': 'FSSL-LSFFS'}",203,0.24
F,"{'F': 'QF-', 'Q': 'V-QF', 'V': '+[+-V]'}",36,0.2
FF,"{'F': '[]', 'B': 'B[F]F-'}",343,0.0
II,"{'F': 'F', 'R': '[]C-XFFI', 'I': 'FF+F', 'X': '[X]FR', 'C': '[[R]]'}",339,0.08
VN,"{'F': '+', 'S': '[FV]FSFSS-', 'N': 'SN-FFSFV', 'V': 'F'}",109,0.32
FBFAA,"{'F': '+', 'A': 'BB[+]BFFFA', 'B': '+[F[]++]-AA'}",40,0.48
P,"{'F': 'W[W-]F', 'D': '[DD-]+', 'W': 'F', 'P': '', 'O': 'OOP[FF]OWF'}",36,0.0
F,"{'F': 'F', 'N': 'FY', 'Y': 'Y', 'V': '[[]F]-VIFY-', 'I': 'NNI-VVN-'}",333,0.02
FMFF,"{'F': '-F', 'X': '[+M]XMF', 'M': '+F'}",304,0.16
FE,"{'F': '[[]F]--FE[+]F', 'E': 'F-FF+[[+]]'}",60,0.52
TF,"{'F': 'XFFFF[FX[+]]', 'X': '[X]-', 'T': 'T-+[-]XX--'}",110,0.8
AAAF,"{'F': '[+[-]ZFAF-]+', 'A': 'F--', 'Z': '[]Z'}",60,0.4
ALAO,"{'F': '[+]+-', 'L': 'OF', 'A': 'FO', 'O': '+A+-'}",36,0.1
NFF,"{'F': 'F+F-CC+CF', 'N': '[FN]N[F-F]C', 'C': '[]CFF-F-F-'}",60,0.72
IFI,"{'F': '', 'I': 'IFFF-+FF'}",271,0.02
UAUU,"{'F': 'FFSUDS', 'S': '', 'U': '[]-', 'D': '[FF+F]AFFSU', 'A': ''}",60,0.0
FD,"{'F': 'FFFYY', 'Y': 'F-F+FFYF', 'D': 'YYFFFY'}",80,0.16
J,"{'F': '[F][[FF]]', 'N': '[]J+-FFJ+-F', 'J': '[[]]+'}",45,0.0
U,"{'F': '-F', 'U': '-[[F]]F+-'}",60,0.04
IFPF,"{'F': 'T[FX]PX[P]FF', 'T': 'P[XFT[]F]FP', 'X': 'X+P', 'I': 'P[++IT]FTP', 'P': 'FF+PPT'}",60,0.24
E,"{'F': 'FE-+II[F]FI', 'I': 'IEIEIF', 'E': '+E'}",60,0.0
FF,"{'F': '+S+-S[-]-+C', 'S': 'FFF--', 'C': '[]SF[+]'}",36,0.54
TTFFF,"{'F': '', 'T': '+-TT-F-T+'}",167,0.5
TGHGI,"{'F': 'IHT+', 'H': 'GG--F+[FG]H', 'G': '[TTH[]T]', 'I': 'HF-', 'T': 'F+FHF+F'}",36,0.2
SCCSS,"{'F': 'F+CC[S][+]-+', 'C': 'S[F]CF+C', 'S': 'F+C-FC-CSS'}",45,0.8
FJJ,"{'F': 'JJJ', 'D': 'F[F]', 'J': 'F[+FFJ]F'}",90,0.86
ZYKZ,"{'F': '[]F+--', 'Z': '', 'K': 'K[ZF-]-', 'Y': 'KF'}",90,0.1
FFHFH,"{'F': 'HFFFF[F]-', 'H': 'HHF'}",197,0.4
KEE,"{'F': '+[-]+F+', 'U': '[]', 'E': 'K[[UFU]]K', 'K': '+[-]F+FU'}",60,0.56
FZF,"{'F': '+F[ZFFFZ]', 'Z': '[]---'}",5,0.66
U,"{'F': '-', 'U': 'FF', 'N': 'FF'}",31,0.0
QQ,"{'F': 'C', 'Q': '-', 'C': '[-BB]', 'B': 'B'}",36,0.0
Q,"{'F': '-[H]D', 'Q': 'FF+Q', 'D': '[[[H]]H]+', 'H': 'BBB', 'B': '+FD'}",169,0.14
NQNQ,"{'F': '', 'N': 'S-S', 'M': '+[+SFM-+]', 'S': 'QMSN+', 'Q': ''}",36,0.66
B,"{'F': '[F[]F]F+', 'B': 'F[F[BF]-BB]', 'V': '[[][F]F[]B-]FV'}",149,0.46
P,"{'F': '[W]-PF', 'W': '+FFFWP', 'P': '[]+PWFP+[-]'}",45,0.24
F,"{'F': 'F+M', 'M': '-C+CF-', 'C': 'F++FC+-F'}",36,0.2
F,"{'F': '-F[-LFF-]+J', 'J': '', 'M': 'LJ[-LJ--[L]]', 'L': 'M-+MF'}",60,0.44
BFXY,"{'F': '++UF-F', 'X': 'FFYFY', 'U': '-[FYF]XXFU+', 'B': 'F', 'Y': 'BBFU'}",347,0.16
DFFFD,"{'F': 'FZFK+D', 'D': 'FFK+F[ZK]F-', 'Z': '+FDD', 'K': ''}",36,0.34
ULF,"{'F': 'YI', 'U': 'IFL[-]FLFYF', 'L': '', 'Y': '[]--', 'I': '-U+LUI+Y+'}",90,0.14
MFMK,"{'F': '-CT---', 'T': '', 'M': '[-FM+]FKF-', 'K': 'T-M+F', 'C': 'FTKF+-FM'}",36,0.18
W,"{'F': 'GS[++]KFFS', 'S': '[]K+-FS', 'G': '[]K+', 'K': '[[F]F+WF+]-K', 'W': 'SG+K-G'}",36,0.14
FZMF,"{'F': 'MZ[F]', 'M': '[M][F]EFEE', 'E': 'ZFZZMMZ[Z]', 'Z': 'EZFFFF+Z'}",60,0.24
AFFFF,"{'F': '[[]]AF', 'A': '-+-'}",202,0.4
O,"{'F': 'FFF-', 'X': 'OL[-L]-+LFO', 'O': 'FK', 'L': 'XOLX', 'K': 'FKK'}",45,0.3
K,"{'F': '', 'H': '-KFHE-KLFK', 'L': '', 'E': 'KE--FKH', 'K': '[]+'}",60,0.0
VFVV,"{'F': '[FFF]F', 'V': '[FVV]-'}",36,0.44
AUFFF,"{'F': 'FF-A[F+F]+', 'A': 'A--U[[AU]F]A', 'U': '[+A+]F'}",90,0.66
F,"{'F': 'F-[+]F+-', 'T': '-F'}",90,0.46
FX,"{'F': 'FF[A]XXAAR', 'V': '-AV-', 'A': '++VX--RF', 'X': '[+[[]]A-V]F', 'R': '+-[FF]++-'}",163,0.26
F,"{'F': '[]', 'T': '[[T+TT]T]'}",36,0.0
NKE,"{'F': '[V]F', 'K': '[F]+VK', 'E': 'FNFNN', 'V': 'FNVV+FEKF', 'N': '-V'}",47,0.78
FFFV,"{'F': 'YF+VFZZY', 'Z': 'Y+FY', 'V': '[[[F]]Y]FV-F', 'Y': 'FV-ZYZ-Z-F'}",36,0.42
FLL,"{'F': '+FLF-', 'L': ''}",60,0.04
XXXXL,"{'F': '', 'S': 'XS-FSFF', 'L': '', 'X': 'XFFFAXS-', 'A': 'SX+'}",45,0.8
FNL,"{'F': '[]L', 'L': 'N[FF]N[N]L', 'N': 'FLF--'}",90,0.0
FRF,"{'F': '', 'R': '[-FS--FS]', 'S': '[[[S]]]-F'}",9,0.22
JFJF,"{'F': 'FDD', 'D': 'DF-+J', 'J': '-', 'Y': '-+F'}",90,0.6
FLFL,"{'F': 'FZLJLJ+Z-', 'Z': '[]L-ZFF', 'J': 'J[+]JJJ', 'L': '-FLZLFL++J'}",107,0.7
RII,"{'F': '', 'I': 'I', 'R': 'F[FF+F]I-'}",90,0.04
K,"{'F': '', 'B': 'KKF', 'P': 'K-', 'K': '[+-F[-K]+-]'}",251,0.04
PPFP,"{'F': '+ZZW-+PFP', 'Z': 'FW+FW+ZPP', 'P': 'D[+]ZF', 'D': '-PFF', 'W': 'Z-ZD-'}",45,0.4
FKRK,"{'F': 'F+REF-', 'R': 'EF+RB+KFE', 'B': 'FB+RBBEER', 'K': '[+R[R-]FK]+F', 'E': '[[B]EB]RRKKB'}",60,0.34
XPTFT,"{'F': 'TTF[F]', 'Q': 'FPTQFFQ+', 'T': '++P+FX+', 'P': 'X+F', 'X': '[[]PPXT]FPT'}",36,0.26
FFFF,"{'F': 'R+-+F+RF', 'R': '[+]'}",36,0.48
XFF,"{'F': '[X]FF-', 'Z': 'FF[-X]', 'X': ''}",43,0.64
FK,"{'F': '-FFF-FF', 'K': '-FF'}",136,0.42
FF,"{'F': 'H+U', 'W': 'U-FWUH+W', 'H': '-FFFFFW+W+', 'U': '-HWWFF+'}",60,0.3
RFUU,"{'F': 'R[YYF+]+F', 'Y': '[]FY', 'R': 'URYR+UY[+]F', 'U': 'FL+RRFLL-', 'L': 'U+-FFFU+'}",130,0.5
FEN,"{'F': '[F]', 'E': 'EF[+-+E][-]', 'N': 'N[E]F---'}",90,0.22
EEC,"{'F': 'F', 'C': '-CC[+]E', 'E': 'ECF[EFE]'}",36,0.34
W,"{'F': 'WJF', 'J': '[F]W--J', 'W': 'WJ+WFWJ'}",60,0.84
JF,"{'F': 'F', 'J': '[[F]]+++'}",90,0.04
OOO,"{'F': '+F', 'T': 'F', 'O': '[[F]-][-[]][+O]'}",36,0.04
FFX,"{'F': 'FF-F', 'U': 'X', 'X': 'FUF[[U]+-X]F'}",114,0.2
MMOMM,"{'F': '', 'M': 'MF', 'O': '+M-O'}",134,0.08
NA,"{'F': 'EM-NEFM-+', 'A': 'FAAMFFF', 'N': '', 'M': '[]FE', 'E': 'FFA+AEFF'}",60,0.24
O,"{'F': 'VV', 'S': '[]F+SFF+V', 'O': 'VVSVFF', 'V': '--F+-[V]V'}",45,0.6
FZ,"{'F': '[[[]]+Z+]G', 'G': '[FF+]GZ', 'Z': 'G+FF-+F-'}",60,0.48
IIF,"{'F': 'FJF', 'C': '[]++C', 'J': '[+]', 'I': '[]FI+F-JJI-'}",36,0.42
